"longitude","latitude","navn","kommune","fylke","kategori","lenke_faktaark","forvaltningsstatus","nodhavnnummer"
"23.849999997732333","70.716666666710935","Kvalfjord","Hammerfest","Finnmark","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Kvalfjordx.pdf","Vedtatt","49"
"9.206474893133056","58.746621080322548","Nordfjorden/Kjødvika","Risør","Agder","3","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Nordfjorden - Kjoedvika.pdf","Vedtatt","1090102"
"20.233333333265712","69.503333333338574","Kvalvika","Lyngen","Troms","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Kvalvikax.pdf","Vedtatt","6"
"21.848333332946073","70.215000000002377","Nord Tverfjorden","Loppa","Finnmark","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Nord_Tverfjordenx.pdf","Vedtatt","60"
"21.476666666410562","70.210000000007454","Frakkfjorden","Loppa","Finnmark","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Frakkfjordenx.pdf","Vedtatt","61"
"21.453333333073775","70.165000000008504","Olderfjorden","Kvænangen","Troms","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Olderfjordenx.pdf","Vedtatt","1"
"7.162497966542374","58.037833919839578","Båly/Njervefjorden - Ankring","Lindesnes","Agder","1","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Baaly-Njervefjorden.pdf","Vedtatt","1102901"
"8.036667322436941","58.157334857983038","Kongsgård RoRo kai 36","Kristiansand","Agder","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Kongsgaard RoRo-kai 36.pdf","Vedtatt","1100104"
"7.499499606585355","58.008166377698089","Sodeviga","Lindesnes","Agder","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Sodeviga.pdf","Vedtatt","1100203"
"7.452666212808252","58.006833670814373","Mannefjorden","Lindesnes","Agder","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Mannefjorden.pdf","Vedtatt","1100202"
"7.323327884803163","58.036667122146469","Kåfjorden","Lindesnes","Agder","3","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Kaafjorden.pdf","Vedtatt","1102902"
"5.230177201544064","60.453158140673132","Olavik","Askøy","Vestland","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge233.pdf","Vedtatt","233"
"5.37787043551304","59.302652409121407","Fosen - Kvernavika","Karmøy","Rogaland","1","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge234.pdf","Vedtatt","234"
"4.88523182882057","60.550623911403321","Kollsnes Øst","Øygarden","Vestland","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge232.pdf","Vedtatt","232"
"10.530288375793576","59.393357613378505","Bastøybukta","Horten","Vestfold","1","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Bastoeybukta.pdf","Vedtatt","1070101"
"5.986206210137168","60.212583757944813","Omastrand","Kvam","Vestland","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge174.pdf","Vedtatt","174"
"6.195669375354335","60.362590583549306","Norheimsund","Kvam","Vestland","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge175.pdf","Vedtatt","175"
"6.416682671179052","60.427005829849485","Ålvik","Kvam","Vestland","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge177.pdf","Vedtatt","177"
"23.404999998445003","70.785000000033847","Akkarfjordbotn","Hammerfest","Finnmark","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Akkarfjordbotnx.pdf","Vedtatt","50"
